old_url,status,new_url,notes
https://consultusdigital.com/facebook-advertising-agency-in-calgary/,200,https://consultusdigital.com/facebook-advertising-agency-in-calgary/,family page: fb / calgary
https://consultusdigital.com/facebook-advertising-agency-in-chicago/,200,https://consultusdigital.com/facebook-advertising-agency-in-chicago/,family page: fb / chicago
https://consultusdigital.com/facebook-advertising-agency-in-houston/,200,https://consultusdigital.com/facebook-advertising-agency-in-houston/,family page: fb / houston
https://consultusdigital.com/facebook-advertising-agency-in-london/,200,https://consultusdigital.com/facebook-advertising-agency-in-london/,family page: fb / london
https://consultusdigital.com/facebook-advertising-agency-in-los-angeles/,200,https://consultusdigital.com/facebook-advertising-agency-in-los-angeles/,family page: fb / los-angeles
https://consultusdigital.com/facebook-advertising-agency-in-montreal/,200,https://consultusdigital.com/facebook-advertising-agency-in-montreal/,family page: fb / montreal
https://consultusdigital.com/facebook-advertising-agency-in-new-york/,200,https://consultusdigital.com/facebook-advertising-agency-in-new-york/,family page: fb / new-york
https://consultusdigital.com/facebook-advertising-agency-in-san-antonio/,200,https://consultusdigital.com/facebook-advertising-agency-in-san-antonio/,family page: fb / san-antonio
https://consultusdigital.com/facebook-advertising-agency-in-toronto/,200,https://consultusdigital.com/facebook-advertising-agency-in-toronto/,family page: fb / toronto
https://consultusdigital.com/facebook-advertising-agency-in-vancouver/,200,https://consultusdigital.com/facebook-advertising-agency-in-vancouver/,family page: fb / vancouver
https://consultusdigital.com/the-best-microsoft-advertising-agency-in-calgary/,200,https://consultusdigital.com/the-best-microsoft-advertising-agency-in-calgary/,family page: ms / calgary
https://consultusdigital.com/the-best-microsoft-advertising-agency-in-chicago/,200,https://consultusdigital.com/the-best-microsoft-advertising-agency-in-chicago/,family page: ms / chicago
https://consultusdigital.com/the-best-microsoft-advertising-agency-in-houston/,200,https://consultusdigital.com/the-best-microsoft-advertising-agency-in-houston/,family page: ms / houston
https://consultusdigital.com/the-best-microsoft-advertising-agency-in-london/,200,https://consultusdigital.com/the-best-microsoft-advertising-agency-in-london/,family page: ms / london
https://consultusdigital.com/the-best-microsoft-advertising-agency-in-los-angeles/,200,https://consultusdigital.com/the-best-microsoft-advertising-agency-in-los-angeles/,family page: ms / los-angeles
https://consultusdigital.com/the-best-microsoft-advertising-agency-in-montreal/,200,https://consultusdigital.com/the-best-microsoft-advertising-agency-in-montreal/,family page: ms / montreal
https://consultusdigital.com/the-best-microsoft-advertising-agency-in-new-york/,200,https://consultusdigital.com/the-best-microsoft-advertising-agency-in-new-york/,family page: ms / new-york
https://consultusdigital.com/the-best-microsoft-advertising-agency-in-san-antonio/,200,https://consultusdigital.com/the-best-microsoft-advertising-agency-in-san-antonio/,family page: ms / san-antonio
https://consultusdigital.com/the-best-microsoft-advertising-agency-in-toronto/,200,https://consultusdigital.com/the-best-microsoft-advertising-agency-in-toronto/,family page: ms / toronto
https://consultusdigital.com/the-best-microsoft-advertising-agency-in-vancouver/,200,https://consultusdigital.com/the-best-microsoft-advertising-agency-in-vancouver/,family page: ms / vancouver
https://consultusdigital.com/cro-agency-in-calgary/,200,https://consultusdigital.com/cro-agency-in-calgary/,family page: cro / calgary
https://consultusdigital.com/cro-agency-in-chicago/,200,https://consultusdigital.com/cro-agency-in-chicago/,family page: cro / chicago
https://consultusdigital.com/cro-agency-in-houston/,200,https://consultusdigital.com/cro-agency-in-houston/,family page: cro / houston
https://consultusdigital.com/cro-agency-in-london/,200,https://consultusdigital.com/cro-agency-in-london/,family page: cro / london
https://consultusdigital.com/cro-agency-in-los-angeles/,200,https://consultusdigital.com/cro-agency-in-los-angeles/,family page: cro / los-angeles
https://consultusdigital.com/cro-agency-in-montreal/,200,https://consultusdigital.com/cro-agency-in-montreal/,family page: cro / montreal
https://consultusdigital.com/cro-agency-in-new-york/,200,https://consultusdigital.com/cro-agency-in-new-york/,family page: cro / new-york
https://consultusdigital.com/cro-agency-in-san-antonio/,200,https://consultusdigital.com/cro-agency-in-san-antonio/,family page: cro / san-antonio
https://consultusdigital.com/cro-agency-in-vancouver/,200,https://consultusdigital.com/cro-agency-in-vancouver/,family page: cro / vancouver
https://consultusdigital.com/locations/calgary/seo-agency-in-calgary/,200,https://consultusdigital.com/locations/calgary/seo-agency-in-calgary/,family page: seo / calgary
https://consultusdigital.com/locations/chicago/seo-agency-in-chicago/,200,https://consultusdigital.com/locations/chicago/seo-agency-in-chicago/,family page: seo / chicago
https://consultusdigital.com/locations/houston/seo-agency-in-houston/,200,https://consultusdigital.com/locations/houston/seo-agency-in-houston/,family page: seo / houston
https://consultusdigital.com/locations/london/seo-agency-in-london/,200,https://consultusdigital.com/locations/london/seo-agency-in-london/,family page: seo / london
https://consultusdigital.com/locations/los-angeles/seo-agency-in-los-angeles/,200,https://consultusdigital.com/locations/los-angeles/seo-agency-in-los-angeles/,family page: seo / los-angeles
https://consultusdigital.com/locations/montreal/seo-agency-in-montreal/,200,https://consultusdigital.com/locations/montreal/seo-agency-in-montreal/,family page: seo / montreal
https://consultusdigital.com/locations/new-york/seo-agency-in-new-york/,200,https://consultusdigital.com/locations/new-york/seo-agency-in-new-york/,family page: seo / new-york
https://consultusdigital.com/locations/toronto/seo-agency-in-toronto/,200,https://consultusdigital.com/locations/toronto/seo-agency-in-toronto/,family page: seo / toronto
https://consultusdigital.com/locations/vancouver/seo-agency-in-vancouver/,200,https://consultusdigital.com/locations/vancouver/seo-agency-in-vancouver/,family page: seo / vancouver
https://consultusdigital.com/locations/instagram-advertising-agency-in-calgary/,200,https://consultusdigital.com/locations/instagram-advertising-agency-in-calgary/,family page: ig / calgary
https://consultusdigital.com/locations/instagram-advertising-agency-in-chicago/,200,https://consultusdigital.com/locations/instagram-advertising-agency-in-chicago/,family page: ig / chicago
https://consultusdigital.com/locations/instagram-advertising-agency-in-houston/,200,https://consultusdigital.com/locations/instagram-advertising-agency-in-houston/,family page: ig / houston
https://consultusdigital.com/locations/instagram-advertising-agency-in-london/,200,https://consultusdigital.com/locations/instagram-advertising-agency-in-london/,family page: ig / london
https://consultusdigital.com/locations/instagram-advertising-agency-in-los-angeles/,200,https://consultusdigital.com/locations/instagram-advertising-agency-in-los-angeles/,family page: ig / los-angeles
https://consultusdigital.com/locations/instagram-advertising-agency-in-montreal/,200,https://consultusdigital.com/locations/instagram-advertising-agency-in-montreal/,family page: ig / montreal
https://consultusdigital.com/locations/instagram-advertising-agency-in-new-york/,200,https://consultusdigital.com/locations/instagram-advertising-agency-in-new-york/,family page: ig / new-york
https://consultusdigital.com/locations/instagram-advertising-agency-in-san-antonio/,200,https://consultusdigital.com/locations/instagram-advertising-agency-in-san-antonio/,family page: ig / san-antonio
https://consultusdigital.com/locations/instagram-advertising-agency-in-toronto/,200,https://consultusdigital.com/locations/instagram-advertising-agency-in-toronto/,family page: ig / toronto
https://consultusdigital.com/locations/instagram-advertising-agency-in-vancouver/,200,https://consultusdigital.com/locations/instagram-advertising-agency-in-vancouver/,family page: ig / vancouver
https://consultusdigital.com/locations/calgary/google-ads-agency-in-calgary/,200,https://consultusdigital.com/locations/calgary/google-ads-agency-in-calgary/,family page: ga / calgary
https://consultusdigital.com/locations/chicago/google-ads-agency-in-chicago/,200,https://consultusdigital.com/locations/chicago/google-ads-agency-in-chicago/,family page: ga / chicago
https://consultusdigital.com/locations/houston/google-ads-agency-in-houston/,200,https://consultusdigital.com/locations/houston/google-ads-agency-in-houston/,family page: ga / houston
https://consultusdigital.com/locations/london/google-ads-agency-in-london/,200,https://consultusdigital.com/locations/london/google-ads-agency-in-london/,family page: ga / london
https://consultusdigital.com/locations/los-angeles/google-ads-agency-in-los-angeles/,200,https://consultusdigital.com/locations/los-angeles/google-ads-agency-in-los-angeles/,family page: ga / los-angeles
https://consultusdigital.com/locations/montreal/google-ads-agency-in-montreal/,200,https://consultusdigital.com/locations/montreal/google-ads-agency-in-montreal/,family page: ga / montreal
https://consultusdigital.com/locations/new-york/google-ads-agency-in-new-york/,200,https://consultusdigital.com/locations/new-york/google-ads-agency-in-new-york/,family page: ga / new-york
https://consultusdigital.com/locations/san-antonio/google-ads-agency-in-san-antonio/,200,https://consultusdigital.com/locations/san-antonio/google-ads-agency-in-san-antonio/,family page: ga / san-antonio
https://consultusdigital.com/locations/toronto/google-ads-agency-in-toronto/,200,https://consultusdigital.com/locations/toronto/google-ads-agency-in-toronto/,family page: ga / toronto
https://consultusdigital.com/locations/vancouver/google-ads-agency-in-vancouver/,200,https://consultusdigital.com/locations/vancouver/google-ads-agency-in-vancouver/,family page: ga / vancouver
https://consultusdigital.com/seo-strategies-for-insurance-brokers-toronto/,200,https://consultusdigital.com/seo-strategies-for-insurance-brokers-toronto/,industry page: insurance seo
https://consultusdigital.com/paid-media-advertising-for-insurance-brokers-toronto/,200,https://consultusdigital.com/paid-media-advertising-for-insurance-brokers-toronto/,industry page: insurance paid-media
https://consultusdigital.com/conversion-rate-optimization-for-insurance-brokers-toronto/,200,https://consultusdigital.com/conversion-rate-optimization-for-insurance-brokers-toronto/,industry page: insurance cro
https://consultusdigital.com/insurance-brokerages-success-with-content-marketing-toronto/,200,https://consultusdigital.com/insurance-brokerages-success-with-content-marketing-toronto/,industry page: insurance content-marketing
https://consultusdigital.com/website-development-strategies-for-insurance-brokers-toronto/,200,https://consultusdigital.com/website-development-strategies-for-insurance-brokers-toronto/,industry page: insurance web-dev
https://consultusdigital.com/legal-practice-search-engine-optimization-for-law-firms-toronto/,200,https://consultusdigital.com/legal-practice-search-engine-optimization-for-law-firms-toronto/,industry page: law seo
https://consultusdigital.com/maximizing-law-firm-growth-with-paid-media-advertising-toronto/,200,https://consultusdigital.com/maximizing-law-firm-growth-with-paid-media-advertising-toronto/,industry page: law paid-media
https://consultusdigital.com/conversion-rate-optimization-for-law-firms-toronto/,200,https://consultusdigital.com/conversion-rate-optimization-for-law-firms-toronto/,industry page: law cro
https://consultusdigital.com/pioneering-content-marketing-for-law-firms-toronto/,200,https://consultusdigital.com/pioneering-content-marketing-for-law-firms-toronto/,industry page: law content-marketing
https://consultusdigital.com/website-development-strategies-for-law-firms-toronto/,200,https://consultusdigital.com/website-development-strategies-for-law-firms-toronto/,industry page: law web-dev
https://consultusdigital.com/seo-services-for-self-storage-businesses-toronto/,200,https://consultusdigital.com/seo-services-for-self-storage-businesses-toronto/,industry page: self-storage seo
https://consultusdigital.com/paid-media-advertising-for-self-storage-companies-toronto/,200,https://consultusdigital.com/paid-media-advertising-for-self-storage-companies-toronto/,industry page: self-storage paid-media
https://consultusdigital.com/conversion-rate-optimization-for-self-storage-companies-toronto/,200,https://consultusdigital.com/conversion-rate-optimization-for-self-storage-companies-toronto/,industry page: self-storage cro
https://consultusdigital.com/strategic-content-marketing-for-self-storage-businesses-toronto/,200,https://consultusdigital.com/strategic-content-marketing-for-self-storage-businesses-toronto/,industry page: self-storage content-marketing
https://consultusdigital.com/website-development-for-self-storage-businesses-toronto/,200,https://consultusdigital.com/website-development-for-self-storage-businesses-toronto/,industry page: self-storage web-dev
https://consultusdigital.com/search-engine-optimization-for-ecommerce-businesses-toronto/,200,https://consultusdigital.com/search-engine-optimization-for-ecommerce-businesses-toronto/,industry page: ecommerce seo
https://consultusdigital.com/paid-media-advertising-for-ecommerce-businesses-toronto/,200,https://consultusdigital.com/paid-media-advertising-for-ecommerce-businesses-toronto/,industry page: ecommerce paid-media
https://consultusdigital.com/conversion-rate-optimization-for-ecommerce-businesses-toronto/,200,https://consultusdigital.com/conversion-rate-optimization-for-ecommerce-businesses-toronto/,industry page: ecommerce cro
https://consultusdigital.com/content-marketing-for-ecommerce-businesses-toronto/,200,https://consultusdigital.com/content-marketing-for-ecommerce-businesses-toronto/,industry page: ecommerce content-marketing
https://consultusdigital.com/ecommerce-businesses-website-development-toronto/,200,https://consultusdigital.com/ecommerce-businesses-website-development-toronto/,industry page: ecommerce web-dev
https://consultusdigital.com/law-firm-marketing-toronto/,200,https://consultusdigital.com/law-firm-marketing-toronto/,Law Firm mother
https://consultusdigital.com/self-storage-marketing-toronto/,200,https://consultusdigital.com/self-storage-marketing-toronto/,Self-Storage mother
https://consultusdigital.com/ecommerce-marketing-toronto/,200,https://consultusdigital.com/ecommerce-marketing-toronto/,Ecommerce mother
https://consultusdigital.com/healthcare-marketing/medical-clinics/,200,https://consultusdigital.com/healthcare-marketing/medical-clinics/,NEW: healthcare specialty sub-page
https://consultusdigital.com/healthcare-marketing/plastic-surgery/,200,https://consultusdigital.com/healthcare-marketing/plastic-surgery/,NEW: healthcare specialty sub-page
https://consultusdigital.com/healthcare-marketing/dental-practices/,200,https://consultusdigital.com/healthcare-marketing/dental-practices/,NEW: healthcare specialty sub-page
https://consultusdigital.com/healthcare-marketing/med-spas/,200,https://consultusdigital.com/healthcare-marketing/med-spas/,NEW: healthcare specialty sub-page
https://consultusdigital.com/healthcare-marketing/preventative-health/,200,https://consultusdigital.com/healthcare-marketing/preventative-health/,NEW: healthcare specialty sub-page
https://consultusdigital.com/healthcare-marketing/specialty-allied-health/,200,https://consultusdigital.com/healthcare-marketing/specialty-allied-health/,NEW: healthcare specialty sub-page
https://consultusdigital.com/case-studies/,200,https://consultusdigital.com/case-studies/,case studies index (existing path preserved)
https://consultusdigital.com/case-studies/bookseats/,200,https://consultusdigital.com/case-studies/bookseats/,case study (existing path preserved)
https://consultusdigital.com/case-studies/spieth-america/,200,https://consultusdigital.com/case-studies/spieth-america/,case study (existing path preserved)
https://consultusdigital.com/case-studies/bow-city-storage/,200,https://consultusdigital.com/case-studies/bow-city-storage/,case study (existing path preserved)
https://consultusdigital.com/case-studies/ecycle/,200,https://consultusdigital.com/case-studies/ecycle/,case study (existing path preserved)
https://consultusdigital.com/case-studies/tonic-eye-care/,200,https://consultusdigital.com/case-studies/tonic-eye-care/,case study (existing path preserved)
https://consultusdigital.com/case-studies/western-asphalt/,200,https://consultusdigital.com/case-studies/western-asphalt/,case study (existing path preserved)
https://consultusdigital.com/case-studies/harmony-resorts/,200,https://consultusdigital.com/case-studies/harmony-resorts/,case study (existing path preserved)
https://consultusdigital.com/case-studies/ontario-business-central/,200,https://consultusdigital.com/case-studies/ontario-business-central/,case study (existing path preserved)
https://consultusdigital.com/case-studies/office-shop/,200,https://consultusdigital.com/case-studies/office-shop/,case study (existing path preserved)
https://consultusdigital.com/,200,https://consultusdigital.com/,home
https://consultusdigital.com/about/,200,https://consultusdigital.com/about/,about
https://consultusdigital.com/contact/,200,https://consultusdigital.com/contact/,contact
https://consultusdigital.com/scorecard/,200,https://consultusdigital.com/scorecard/,scorecard (NEW)
https://consultusdigital.com/services/,200,https://consultusdigital.com/services/,services overview
https://consultusdigital.com/industries/,200,https://consultusdigital.com/industries/,industries overview
https://consultusdigital.com/blog/,200,https://consultusdigital.com/blog/,"BLOG STAYS ON CURRENT WP — do not redirect, do not rebuild"
https://consultusdigital.com/team/,301,https://consultusdigital.com/about/,team page consolidated into /about/
https://consultusdigital.com/our-process/,301,https://consultusdigital.com/about/,process consolidated into /about/
